ts,container,cpu_pct,mem_used_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
2026-08-21T09:25:02Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:02Z,celmis-sandbox,0.02,37.71,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:02Z,celmis-qdrant,0.10,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:10Z,celmis-api,44.48,625.4,6928.38,9.03,13.7,13.6,315.0,1617.92,13
2026-08-21T09:25:10Z,celmis-postgres,0.73,78.3,6928.38,1.13,7.06,4.38,42.9,13.4,17
2026-08-21T09:25:10Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:10Z,celmis-sandbox,0.02,37.71,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:10Z,celmis-qdrant,0.07,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:18Z,celmis-api,0.72,625.5,6928.38,9.03,13.7,13.6,315.0,1638.4,13
2026-08-21T09:25:18Z,celmis-postgres,0.08,78.13,6928.38,1.13,7.06,4.39,42.9,13.4,17
2026-08-21T09:25:18Z,celmis-web,0.02,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:18Z,celmis-sandbox,0.08,37.71,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:18Z,celmis-qdrant,0.13,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:25Z,celmis-api,0.32,625.8,6928.38,9.03,13.7,13.6,315.0,1669.12,13
2026-08-21T09:25:25Z,celmis-postgres,0.01,77.98,6928.38,1.13,7.07,4.39,42.9,13.4,17
2026-08-21T09:25:25Z,celmis-web,0.03,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:25Z,celmis-sandbox,0.03,37.62,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:25Z,celmis-qdrant,0.08,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:32Z,celmis-api,0.58,626.9,6928.38,9.05,13.7,13.7,315.0,1679.36,13
2026-08-21T09:25:32Z,celmis-postgres,0.09,78.16,6928.38,1.13,7.09,4.41,42.9,13.4,17
2026-08-21T09:25:32Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:32Z,celmis-sandbox,0.04,37.62,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:32Z,celmis-qdrant,0.08,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:40Z,celmis-api,0.50,614.9,6928.38,8.87,13.9,13.8,315.0,1679.36,17
2026-08-21T09:25:40Z,celmis-postgres,0.01,76.74,6928.38,1.11,7.1,4.43,42.9,13.4,16
2026-08-21T09:25:40Z,celmis-web,0.11,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:40Z,celmis-sandbox,0.04,37.62,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:40Z,celmis-qdrant,0.14,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:48Z,celmis-api,0.44,614.8,6928.38,8.87,13.9,13.8,315.0,1679.36,17
2026-08-21T09:25:48Z,celmis-postgres,1.76,76.49,6928.38,1.10,7.11,4.43,42.9,13.4,16
2026-08-21T09:25:48Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:48Z,celmis-sandbox,0.02,37.62,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:48Z,celmis-qdrant,0.08,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:25:55Z,celmis-api,0.25,614.6,6928.38,8.87,13.9,13.8,315.0,1679.36,17
2026-08-21T09:25:55Z,celmis-postgres,0.03,76.3,6928.38,1.10,7.11,4.43,42.9,13.4,16
2026-08-21T09:25:55Z,celmis-web,0.00,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:25:55Z,celmis-sandbox,0.04,37.8,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:25:55Z,celmis-qdrant,1.40,238.0,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:02Z,celmis-api,0.47,615.1,6928.38,8.88,13.9,13.8,315.0,1679.36,18
2026-08-21T09:26:02Z,celmis-postgres,0.08,78.19,6928.38,1.13,7.11,4.44,42.9,13.4,17
2026-08-21T09:26:02Z,celmis-web,0.00,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:02Z,celmis-sandbox,0.03,37.8,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:02Z,celmis-qdrant,0.06,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:10Z,celmis-api,0.15,615.2,6928.38,8.88,13.9,13.8,315.0,1679.36,18
2026-08-21T09:26:10Z,celmis-postgres,0.09,78.28,6928.38,1.13,7.12,4.44,42.9,13.5,17
2026-08-21T09:26:10Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:10Z,celmis-sandbox,0.02,37.8,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:10Z,celmis-qdrant,1.15,237.6,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:18Z,celmis-api,0.51,615.2,6928.38,8.88,13.9,13.8,315.0,1679.36,18
2026-08-21T09:26:18Z,celmis-postgres,1.90,78.05,6928.38,1.13,7.12,4.44,42.9,13.5,17
2026-08-21T09:26:18Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:18Z,celmis-sandbox,0.03,37.8,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:18Z,celmis-qdrant,0.08,237.5,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:25Z,celmis-api,0.14,615.6,6928.38,8.88,14.0,13.8,315.0,1679.36,18
2026-08-21T09:26:25Z,celmis-postgres,0.00,78.17,6928.38,1.13,7.12,4.44,42.9,13.5,17
2026-08-21T09:26:25Z,celmis-web,0.00,180.3,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:25Z,celmis-sandbox,0.03,37.73,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:25Z,celmis-qdrant,0.94,237.7,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:32Z,celmis-api,0.48,615.6,6928.38,8.88,14.0,13.8,315.0,1679.36,18
2026-08-21T09:26:32Z,celmis-postgres,0.03,78.25,6928.38,1.13,7.12,4.44,42.9,13.5,17
2026-08-21T09:26:32Z,celmis-web,0.00,180.3,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:32Z,celmis-sandbox,0.02,37.73,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:32Z,celmis-qdrant,0.07,237.7,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:40Z,celmis-api,0.52,615.5,6928.38,8.88,14.0,13.8,315.0,1679.36,18
2026-08-21T09:26:40Z,celmis-postgres,0.00,78.21,6928.38,1.13,7.13,4.45,42.9,13.5,17
2026-08-21T09:26:40Z,celmis-web,0.00,179.9,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:40Z,celmis-sandbox,0.03,37.73,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:40Z,celmis-qdrant,0.09,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:48Z,celmis-api,0.48,615.5,6928.38,8.88,14.0,13.8,315.0,1679.36,18
2026-08-21T09:26:48Z,celmis-postgres,1.12,78.24,6928.38,1.13,7.13,4.45,42.9,13.5,17
2026-08-21T09:26:48Z,celmis-web,0.01,179.9,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:48Z,celmis-sandbox,0.02,37.73,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:48Z,celmis-qdrant,0.07,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:26:55Z,celmis-api,32.91,622.0,6928.38,8.98,14.0,13.8,315.0,1710.08,13
2026-08-21T09:26:55Z,celmis-postgres,0.01,78.28,6928.38,1.13,7.13,4.45,42.9,13.5,17
2026-08-21T09:26:55Z,celmis-web,0.00,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:26:55Z,celmis-sandbox,0.02,37.89,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:26:55Z,celmis-qdrant,0.77,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:02Z,celmis-api,5.10,646.0,6928.38,9.32,14.0,13.8,315.0,1730.56,26
2026-08-21T09:27:02Z,celmis-postgres,1.46,78.29,6928.38,1.13,7.14,4.45,42.9,13.5,17
2026-08-21T09:27:02Z,celmis-web,0.01,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:02Z,celmis-sandbox,0.02,37.89,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:02Z,celmis-qdrant,0.08,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:10Z,celmis-api,0.33,622.8,6928.38,8.99,14.0,13.8,315.0,1761.28,13
2026-08-21T09:27:10Z,celmis-postgres,0.95,78.44,6928.38,1.13,7.14,4.46,42.9,13.9,17
2026-08-21T09:27:10Z,celmis-web,0.02,180.1,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:10Z,celmis-sandbox,0.03,37.89,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:10Z,celmis-qdrant,0.07,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:18Z,celmis-api,0.62,623.4,6928.38,9.00,14.0,13.8,315.0,1781.76,13
2026-08-21T09:27:18Z,celmis-postgres,1.82,78.11,6928.38,1.13,7.14,4.46,42.9,13.9,17
2026-08-21T09:27:18Z,celmis-web,0.01,180.1,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:18Z,celmis-sandbox,0.02,37.89,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:18Z,celmis-qdrant,0.08,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:25Z,celmis-api,0.33,623.7,6928.38,9.00,14.0,13.8,315.0,1812.48,13
2026-08-21T09:27:25Z,celmis-postgres,0.00,78.34,6928.38,1.13,7.14,4.46,42.9,13.9,17
2026-08-21T09:27:25Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:25Z,celmis-sandbox,0.02,37.57,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:25Z,celmis-qdrant,0.10,238.2,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:32Z,celmis-api,46.87,624.1,6928.38,9.01,14.0,13.8,315.0,1843.2,13
2026-08-21T09:27:32Z,celmis-postgres,0.76,77.92,6928.38,1.12,7.14,4.46,42.9,13.9,17
2026-08-21T09:27:32Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:32Z,celmis-sandbox,0.03,37.57,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:32Z,celmis-qdrant,0.07,238.0,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:40Z,celmis-api,14.86,702.0,6928.38,10.13,14.0,13.8,315.0,1863.68,30
2026-08-21T09:27:40Z,celmis-postgres,0.00,77.89,6928.38,1.12,7.15,4.46,42.9,13.9,17
2026-08-21T09:27:40Z,celmis-web,0.00,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:40Z,celmis-sandbox,0.03,37.57,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:40Z,celmis-qdrant,0.06,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:48Z,celmis-api,60.12,380.1,6928.38,5.49,14.0,13.9,315.0,1873.92,12
2026-08-21T09:27:48Z,celmis-postgres,1.20,72.97,6928.38,1.05,7.17,4.49,42.9,13.9,14
2026-08-21T09:27:48Z,celmis-web,0.00,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:48Z,celmis-sandbox,0.01,37.57,3072.0,1.22,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:48Z,celmis-qdrant,0.03,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:27:55Z,celmis-api,2.29,615.1,6928.38,8.88,14.2,14.0,315.0,1873.92,18
2026-08-21T09:27:55Z,celmis-postgres,0.60,78.12,6928.38,1.13,7.19,4.51,42.9,14.0,17
2026-08-21T09:27:55Z,celmis-web,0.01,180.1,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:27:55Z,celmis-sandbox,0.03,38.0,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:27:55Z,celmis-qdrant,0.08,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:02Z,celmis-api,0.55,615.1,6928.38,8.88,14.2,14.0,315.0,1873.92,18
2026-08-21T09:28:02Z,celmis-postgres,1.70,78.12,6928.38,1.13,7.19,4.51,42.9,14.0,17
2026-08-21T09:28:02Z,celmis-web,0.00,180.1,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:02Z,celmis-sandbox,0.02,38.0,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:02Z,celmis-qdrant,0.08,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:10Z,celmis-api,0.28,615.6,6928.38,8.88,14.2,14.0,315.0,1873.92,18
2026-08-21T09:28:10Z,celmis-postgres,0.77,77.92,6928.38,1.12,7.19,4.51,42.9,14.0,17
2026-08-21T09:28:10Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:10Z,celmis-sandbox,0.02,38.0,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:10Z,celmis-qdrant,0.07,238.0,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:18Z,celmis-api,0.63,615.5,6928.38,8.88,14.2,14.0,315.0,1873.92,18
2026-08-21T09:28:18Z,celmis-postgres,0.12,78.14,6928.38,1.13,7.2,4.51,42.9,14.0,17
2026-08-21T09:28:18Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:18Z,celmis-sandbox,0.02,38.0,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:18Z,celmis-qdrant,0.11,238.0,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:25Z,celmis-api,0.46,615.3,6928.38,8.88,14.2,14.0,315.0,1873.92,18
2026-08-21T09:28:25Z,celmis-postgres,0.00,78.34,6928.38,1.13,7.2,4.52,42.9,14.0,17
2026-08-21T09:28:25Z,celmis-web,0.01,180.4,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:25Z,celmis-sandbox,0.03,38.12,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:25Z,celmis-qdrant,1.30,238.1,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:32Z,celmis-api,0.81,622.0,6928.38,8.98,14.3,14.0,315.0,1894.4,13
2026-08-21T09:28:32Z,celmis-postgres,1.91,78.55,6928.38,1.13,7.2,4.52,42.9,14.0,17
2026-08-21T09:28:32Z,celmis-web,0.01,180.4,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:32Z,celmis-sandbox,0.02,38.12,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:32Z,celmis-qdrant,0.14,238.1,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:40Z,celmis-api,0.18,622.4,6928.38,8.98,14.3,14.0,315.0,1925.12,13
2026-08-21T09:28:40Z,celmis-postgres,0.11,78.07,6928.38,1.13,7.21,4.52,42.9,14.0,17
2026-08-21T09:28:40Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:40Z,celmis-sandbox,0.02,38.12,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:40Z,celmis-qdrant,0.06,238.0,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:48Z,celmis-api,49.23,623.0,6928.38,8.99,14.3,14.0,315.0,1955.84,13
2026-08-21T09:28:48Z,celmis-postgres,0.03,78.05,6928.38,1.13,7.21,4.53,42.9,14.0,17
2026-08-21T09:28:48Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:48Z,celmis-sandbox,0.02,38.12,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:48Z,celmis-qdrant,0.05,238.0,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:28:55Z,celmis-api,13.30,623.4,6928.38,9.00,14.3,14.0,315.0,1976.32,13
2026-08-21T09:28:55Z,celmis-postgres,0.04,78.16,6928.38,1.13,7.21,4.53,42.9,14.0,17
2026-08-21T09:28:55Z,celmis-web,0.01,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:28:55Z,celmis-sandbox,0.01,38.05,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:28:55Z,celmis-qdrant,0.04,238.0,6928.38,3.44,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:02Z,celmis-api,6.35,624.1,6928.38,9.01,14.3,14.1,315.0,1996.8,13
2026-08-21T09:29:02Z,celmis-postgres,0.00,78.16,6928.38,1.13,7.22,4.53,42.9,14.0,17
2026-08-21T09:29:02Z,celmis-web,0.01,180.0,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:29:02Z,celmis-sandbox,0.03,38.05,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:29:02Z,celmis-qdrant,0.08,237.7,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:10Z,celmis-api,84.18,611.2,6928.38,8.82,14.5,14.1,315.0,1996.8,17
2026-08-21T09:29:10Z,celmis-postgres,0.23,76.73,6928.38,1.11,7.24,4.56,42.9,14.0,16
2026-08-21T09:29:10Z,celmis-web,0.01,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:29:10Z,celmis-sandbox,0.01,38.05,3072.0,1.24,0.0,0.0,15.0,0.0,3
