ts,container,cpu_pct,mem_used_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
2026-08-20T20:54:40Z,celmis-web,0.00,81.83,6928.38,1.18,0.37,0.48,14.8,0.0,12
2026-08-20T20:54:40Z,celmis-sandbox,0.02,39.5,3072.0,1.29,0.0,0.0,1.86,0.0,3
2026-08-20T20:54:40Z,celmis-qdrant,0.08,246.7,6928.38,3.56,0.03,0.02,71.5,0.01,25
2026-08-20T20:54:46Z,celmis-api,0.74,168.1,6928.38,2.43,27.1,5.33,18.0,24.7,11
2026-08-20T20:54:46Z,celmis-postgres,0.19,29.94,6928.38,0.43,4.91,4.45,4.85,29.4,10
2026-08-20T20:54:46Z,celmis-web,0.01,81.83,6928.38,1.18,0.37,0.48,14.8,0.0,12
2026-08-20T20:54:46Z,celmis-sandbox,0.03,39.5,3072.0,1.29,0.0,0.0,1.86,0.0,3
2026-08-20T20:54:46Z,celmis-qdrant,0.08,246.7,6928.38,3.56,0.03,0.02,71.5,0.01,25
2026-08-20T20:54:51Z,celmis-api,0.63,168.1,6928.38,2.43,27.1,5.33,18.0,24.7,11
2026-08-20T20:54:51Z,celmis-postgres,0.00,29.61,6928.38,0.43,4.91,4.45,4.85,29.4,10
2026-08-20T20:54:51Z,celmis-web,0.01,81.83,6928.38,1.18,0.37,0.48,14.8,0.0,12
2026-08-20T20:54:51Z,celmis-sandbox,0.04,39.5,3072.0,1.29,0.0,0.0,1.86,0.0,3
2026-08-20T20:54:51Z,celmis-qdrant,0.11,246.7,6928.38,3.56,0.03,0.02,71.5,0.01,25
