ts,container,cpu_pct,mem_used_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
2026-08-20T22:53:09Z,celmis-web,0.01,83.39,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:09Z,celmis-sandbox,0.03,43.35,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:09Z,celmis-qdrant,0.10,246.3,6928.38,3.55,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:15Z,celmis-api,0.27,516.1,6928.38,7.45,69.2,8.41,26.7,308.0,16
2026-08-20T22:53:15Z,celmis-postgres,1.80,31.71,6928.38,0.46,6.23,5.66,5.05,32.6,11
2026-08-20T22:53:15Z,celmis-web,0.00,83.39,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:15Z,celmis-sandbox,0.03,43.13,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:15Z,celmis-qdrant,0.15,246.3,6928.38,3.55,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:20Z,celmis-api,1.56,516.1,6928.38,7.45,69.2,8.41,26.7,308.0,16
2026-08-20T22:53:20Z,celmis-postgres,2.18,31.8,6928.38,0.46,6.23,5.66,5.05,32.6,11
2026-08-20T22:53:20Z,celmis-web,0.01,83.3,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:20Z,celmis-sandbox,0.03,43.13,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:20Z,celmis-qdrant,0.08,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:26Z,celmis-api,0.71,516.0,6928.38,7.45,69.2,8.42,26.7,308.0,16
2026-08-20T22:53:26Z,celmis-postgres,2.14,31.66,6928.38,0.46,6.23,5.66,5.05,32.6,11
2026-08-20T22:53:26Z,celmis-web,0.02,83.3,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:26Z,celmis-sandbox,0.08,43.13,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:26Z,celmis-qdrant,0.12,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:30Z,celmis-api,3.27,516.4,6928.38,7.45,69.2,8.42,26.7,308.0,16
2026-08-20T22:53:30Z,celmis-postgres,2.50,31.55,6928.38,0.46,6.23,5.66,5.05,32.6,11
2026-08-20T22:53:30Z,celmis-web,0.00,83.3,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:30Z,celmis-sandbox,0.03,43.13,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:30Z,celmis-qdrant,1.52,246.6,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:36Z,celmis-api,0.28,516.3,6928.38,7.45,69.2,8.42,26.7,308.0,16
2026-08-20T22:53:36Z,celmis-postgres,0.04,31.74,6928.38,0.46,6.24,5.67,5.05,32.6,11
2026-08-20T22:53:36Z,celmis-web,0.00,83.27,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:36Z,celmis-sandbox,0.03,43.13,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:36Z,celmis-qdrant,0.07,246.6,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:41Z,celmis-api,0.25,516.3,6928.38,7.45,69.2,8.42,26.7,308.0,16
2026-08-20T22:53:41Z,celmis-postgres,0.05,31.49,6928.38,0.45,6.24,5.67,5.05,32.6,11
2026-08-20T22:53:41Z,celmis-web,0.01,83.27,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:41Z,celmis-sandbox,0.03,43.24,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:41Z,celmis-qdrant,0.07,246.6,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:47Z,celmis-api,0.29,516.5,6928.38,7.45,69.2,8.42,26.7,308.0,16
2026-08-20T22:53:47Z,celmis-postgres,0.00,31.46,6928.38,0.45,6.24,5.67,5.05,32.6,11
